title,company_name,location,is_remote,employment_type,experience_level,min_salary,max_salary,salary_currency,description,requirements_raw,source_url,source_platform,skills_str
Lead SDET QA Automation Engineer,Airbnb,"Los Angeles, CA",False,full_time,lead,116000.0,240000.0,USD,"Ensure platform reliability through end-to-end integration, API contracts, and browser automation suites.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/airbnb/136,indeed,"Python,Pytest,Selenium,Git,CI/CD,Linux,REST API,Bash"
Applied ML Machine Learning Engineer,BluePulse AI,"Berlin, Germany",True,internship,mid,110000.0,225000.0,USD,"Work with deep neural networks, model fine-tuning, embeddings, and real-time inference serving.","- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/bluepulseai/137,synthetic,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,TensorFlow,Git"
Senior Frontend Engineer,Datadog,"Los Angeles, CA",True,full_time,senior,104000.0,228000.0,USD,"Help design and implement interactive, responsive user interfaces that deliver exceptional user experiences.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/datadog/138,linkedin,"React,TypeScript,JavaScript,Tailwind CSS,Git,Next.js,Agile,Vue.js"
QA QA Automation Engineer,Datadog,"Toronto, Canada",True,full_time,mid,75000.0,155000.0,USD,"Ensure platform reliability through end-to-end integration, API contracts, and browser automation suites.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/datadog/139,naukri,"Python,Pytest,Selenium,Git,CI/CD,Jest,Bash,Linux,Docker"
Staff Data Data Engineer,Krypton Data,"San Francisco, CA",False,contract,lead,147000.0,302000.0,USD,"Optimize streaming and batch data architectures for downstream analytics, dashboards, and ML models.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/kryptondata/140,synthetic,"Python,SQL,PostgreSQL,Kafka,Docker,Pandas,Redis"
AI/ML Machine Learning Engineer,Krypton Data,"Hyderabad, India",False,full_time,mid,110000.0,225000.0,USD,"Train, evaluate, and deploy production machine learning models and LLM agent workflows at scale.","- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/kryptondata/141,glassdoor,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,Docker,AWS,NLP"
Senior Machine Learning Machine Learning Engineer,CodeCraft Studio,"Denver, CO",False,full_time,senior,143000.0,292000.0,USD,Bridge research and production: transform experimental prototypes into low-latency inference APIs.,"- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/codecraftstudio/142,indeed,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,NLP,AWS"
Junior Full Stack Full Stack Developer,Shopify,"Toronto, Canada",False,contract,entry,72000.0,152000.0,USD,"Drive features end-to-end: UI wireframe to database schema, API routing, and continuous integration pipeline.","- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/shopify/143,indeed,"Python,React,TypeScript,PostgreSQL,Git,REST API,Django"
Lead Backend Engineer,Datadog,"Berlin, Germany",False,full_time,lead,132000.0,287000.0,USD,"You will architect and maintain scalable server-side systems, collaborate with cross-functional teams, and write clean, tested code.","- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/datadog/144,synthetic,"Python,FastAPI,PostgreSQL,Docker,Git,Redis,Linux,AWS"
QA QA Automation Engineer,FinEdge Capital,"Bengaluru, India",True,full_time,mid,75000.0,155000.0,USD,"Design, write, and execute automated regression test suites for microservices and modern web frontends.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/finedgecapital/145,synthetic,"Python,Pytest,Selenium,Git,CI/CD,Bash,Jest"
AI/ML Machine Learning Engineer,Zenith Health Tech,"Seattle, WA",False,full_time,mid,110000.0,225000.0,USD,"Work with deep neural networks, model fine-tuning, embeddings, and real-time inference serving.","- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/zenithhealthtech/146,indeed,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,Git,TensorFlow"
Lead SDET QA Automation Engineer,Shopify,"Boston, MA",False,contract,lead,116000.0,240000.0,USD,Partner with development teams to incorporate automated tests into CI/CD pipelines and drive test coverage.,"- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/shopify/147,naukri,"Python,Pytest,Selenium,Git,CI/CD,Bash,Jest"
DevOps DevOps & Cloud Engineer,Uber,"Denver, CO",False,full_time,mid,95000.0,205000.0,USD,"Ensure system reliability, low latency, and zero-downtime upgrades across multi-region cloud environments.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/uber/148,naukri,"AWS,Docker,Kubernetes,Terraform,Linux,Bash,Ansible,Prometheus,CI/CD"
Senior QA Automation QA Automation Engineer,Aegis Security,"Boston, MA",True,full_time,senior,98000.0,202000.0,USD,"Design, write, and execute automated regression test suites for microservices and modern web frontends.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/aegissecurity/149,naukri,"Python,Pytest,Selenium,Git,CI/CD,Docker,Linux,Jest"
DevOps DevOps & Cloud Engineer,Zenith Health Tech,"Austin, TX",False,full_time,mid,95000.0,205000.0,USD,"Maintain infrastructure as code with Terraform, containerize services with Docker, and configure Prometheus/Grafana monitoring.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/zenithhealthtech/150,linkedin,"AWS,Docker,Kubernetes,Terraform,Linux,Python,Azure,CI/CD,GCP"
Mid-Level Backend Engineer,Hyperion Analytics,"New York, NY",True,full_time,mid,85000.0,185000.0,USD,Join our core services team building high-throughput microservices handling millions of API requests daily with high availability.,"- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/hyperionanalytics/151,indeed,"Python,FastAPI,PostgreSQL,Docker,Git,REST API,Redis,Microservices,Kubernetes"
Senior DevOps DevOps & Cloud Engineer,Canva,"New York, NY",False,full_time,senior,124000.0,266000.0,USD,"Build automated CI/CD deployment pipelines, manage Kubernetes infrastructure, and enforce cloud security posture.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/canva/152,linkedin,"AWS,Docker,Kubernetes,Terraform,Linux,CI/CD,Ansible"
Staff Data Data Engineer,Novasphere Labs,"Denver, CO",True,full_time,lead,147000.0,302000.0,USD,"Build reliable data pipelines, write SQL queries, and manage distributed data storage platforms.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/novaspherelabs/153,indeed,"Python,SQL,PostgreSQL,Kafka,Docker,AWS,Pandas"
Senior Data Data Engineer,BluePulse AI,"Boston, MA",False,contract,senior,124000.0,254000.0,USD,"Design, construct, and manage scalable data pipelines, ETL workflows, and lakehouse storage layers.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/bluepulseai/154,synthetic,"Python,SQL,PostgreSQL,Kafka,Docker,Linux,Elasticsearch"
Cloud Infrastructure DevOps & Cloud Engineer,Vanguard Digital,"Pune, India",True,contract,mid,95000.0,205000.0,USD,"Maintain infrastructure as code with Terraform, containerize services with Docker, and configure Prometheus/Grafana monitoring.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/vanguarddigital/155,naukri,"AWS,Docker,Kubernetes,Terraform,Linux,GCP,Python"
Lead Machine Learning Machine Learning Engineer,Uber,"Pune, India",False,contract,lead,170000.0,349000.0,USD,Bridge research and production: transform experimental prototypes into low-latency inference APIs.,"- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/uber/156,indeed,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,FastAPI,Docker,TensorFlow,LangChain"
Mid-Level Backend Engineer,Uber,Remote,True,internship,mid,85000.0,185000.0,USD,Join our core services team building high-throughput microservices handling millions of API requests daily with high availability.,"- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/uber/157,synthetic,"Python,FastAPI,PostgreSQL,Docker,Git,REST API,Redis"
Software Test QA Automation Engineer,Atlassian,"Chicago, IL",True,full_time,mid,75000.0,155000.0,USD,Partner with development teams to incorporate automated tests into CI/CD pipelines and drive test coverage.,"- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/atlassian/158,glassdoor,"Python,Pytest,Selenium,Git,CI/CD,Cypress,Bash,Docker,Jest"
QA QA Automation Engineer,Coinbase,"Austin, TX",False,contract,mid,75000.0,155000.0,USD,"Ensure platform reliability through end-to-end integration, API contracts, and browser automation suites.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/coinbase/159,indeed,"Python,Pytest,Selenium,Git,CI/CD,Cypress,Jest"
Senior Full Stack Full Stack Developer,OmniScale Networks,Remote,True,full_time,senior,117000.0,247000.0,USD,"Drive features end-to-end: UI wireframe to database schema, API routing, and continuous integration pipeline.","- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/omniscalenetworks/160,glassdoor,"Python,React,TypeScript,PostgreSQL,Git,Redis,Node.js,FastAPI,AWS"
Lead Backend Engineer,AeroDynamics Soft,"San Francisco, CA",False,full_time,lead,132000.0,287000.0,USD,Join our core services team building high-throughput microservices handling millions of API requests daily with high availability.,"- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/aerodynamicssoft/161,indeed,"Python,FastAPI,PostgreSQL,Docker,Git,Linux,CI/CD,REST API"
Lead Data Data Engineer,Stripe,"Chicago, IL",True,contract,lead,147000.0,302000.0,USD,"Build reliable data pipelines, write SQL queries, and manage distributed data storage platforms.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/stripe/162,glassdoor,"Python,SQL,PostgreSQL,Kafka,Docker,Linux,Redis,Pandas,Snowflake"
DevOps DevOps & Cloud Engineer,Lyft,"Bengaluru, India",True,full_time,mid,95000.0,205000.0,USD,"Ensure system reliability, low latency, and zero-downtime upgrades across multi-region cloud environments.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/lyft/163,naukri,"AWS,Docker,Kubernetes,Terraform,Linux,GCP,Ansible"
Senior Full Stack Full Stack Developer,Airbnb,"Austin, TX",True,full_time,senior,117000.0,247000.0,USD,"Design scalable web systems, implement secure authentication, and optimize full-stack responsiveness.","- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/airbnb/164,synthetic,"Python,React,TypeScript,PostgreSQL,Git,Django,REST API,FastAPI,Tailwind CSS"
Mid-Level Backend Engineer,Acme Technologies,"Seattle, WA",True,full_time,mid,85000.0,185000.0,USD,"We are seeking an engineer to build resilient, distributed backend services, design robust REST/gRPC APIs, and optimize database access.","- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/acmetechnologies/165,linkedin,"Python,FastAPI,PostgreSQL,Docker,Git,Pytest,Redis,Kubernetes"
Junior Backend Engineer,Cloudflare,"Seattle, WA",True,full_time,entry,68000.0,148000.0,USD,Join our core services team building high-throughput microservices handling millions of API requests daily with high availability.,"- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/cloudflare/166,linkedin,"Python,FastAPI,PostgreSQL,Docker,Git,Kubernetes,AWS,Linux"
DevOps DevOps & Cloud Engineer,Atlassian,Remote,True,full_time,senior,124000.0,266000.0,USD,"Maintain infrastructure as code with Terraform, containerize services with Docker, and configure Prometheus/Grafana monitoring.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/atlassian/167,glassdoor,"AWS,Docker,Kubernetes,Terraform,Linux,Prometheus,Ansible,GCP"
Site Reliability DevOps & Cloud Engineer,NextWave Mobility,"Los Angeles, CA",True,internship,mid,95000.0,205000.0,USD,"Ensure system reliability, low latency, and zero-downtime upgrades across multi-region cloud environments.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/nextwavemobility/168,naukri,"AWS,Docker,Kubernetes,Terraform,Linux,CI/CD,Ansible,Azure"
Lead Full Stack Full Stack Developer,Krypton Data,"Boston, MA",True,internship,lead,140000.0,294000.0,USD,"Drive features end-to-end: UI wireframe to database schema, API routing, and continuous integration pipeline.","- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/kryptondata/169,linkedin,"Python,React,TypeScript,PostgreSQL,Git,Docker,FastAPI,Node.js"
Senior QA Automation QA Automation Engineer,Krypton Data,"Chicago, IL",False,full_time,senior,98000.0,202000.0,USD,"Ensure platform reliability through end-to-end integration, API contracts, and browser automation suites.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/kryptondata/170,synthetic,"Python,Pytest,Selenium,Git,CI/CD,Jest,Bash"
Lead Frontend Engineer,Vanguard Digital,"Boston, MA",True,full_time,lead,124000.0,271000.0,USD,"You will optimize client-side rendering performance, integrate GraphQL/REST endpoints, and build reusable UI components.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/vanguarddigital/171,glassdoor,"React,TypeScript,JavaScript,Tailwind CSS,Git,Next.js,Agile"
Junior Backend Engineer,Canva,"Hyderabad, India",False,contract,entry,68000.0,148000.0,USD,"We are seeking an engineer to build resilient, distributed backend services, design robust REST/gRPC APIs, and optimize database access.","- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/canva/172,naukri,"Python,FastAPI,PostgreSQL,Docker,Git,AWS,Kubernetes"
AI/ML Machine Learning Engineer,Twilio,"London, UK",False,full_time,senior,143000.0,292000.0,USD,"Work with deep neural networks, model fine-tuning, embeddings, and real-time inference serving.","- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/twilio/173,indeed,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,Git,Docker,FastAPI,NLP"
Lead Data Data Engineer,Cloudflare,"Pune, India",False,full_time,lead,147000.0,302000.0,USD,"Optimize streaming and batch data architectures for downstream analytics, dashboards, and ML models.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/cloudflare/174,glassdoor,"Python,SQL,PostgreSQL,Kafka,Docker,AWS,Pandas,Snowflake"
Frontend Frontend Engineer,Airbnb,"Chicago, IL",True,full_time,mid,80000.0,175000.0,USD,"You will optimize client-side rendering performance, integrate GraphQL/REST endpoints, and build reusable UI components.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/airbnb/175,indeed,"React,TypeScript,JavaScript,Tailwind CSS,Git,Next.js,Agile,Cypress,GraphQL"
DevOps DevOps & Cloud Engineer,Snowflake,"Boston, MA",True,contract,mid,95000.0,205000.0,USD,"Maintain infrastructure as code with Terraform, containerize services with Docker, and configure Prometheus/Grafana monitoring.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/snowflake/176,linkedin,"AWS,Docker,Kubernetes,Terraform,Linux,Azure,CI/CD"
Senior DevOps DevOps & Cloud Engineer,Zenith Health Tech,"Seattle, WA",True,full_time,senior,124000.0,266000.0,USD,"Ensure system reliability, low latency, and zero-downtime upgrades across multi-region cloud environments.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/zenithhealthtech/177,linkedin,"AWS,Docker,Kubernetes,Terraform,Linux,Ansible,Azure,Git"
Full Stack Full Stack Developer,Zenith Health Tech,"New York, NY",True,internship,senior,117000.0,247000.0,USD,"Design scalable web systems, implement secure authentication, and optimize full-stack responsiveness.","- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/zenithhealthtech/178,naukri,"Python,React,TypeScript,PostgreSQL,Git,REST API,Django,FastAPI,Redis"
Senior Frontend Engineer,Krypton Data,"Chicago, IL",True,internship,senior,104000.0,228000.0,USD,"Develop modern, component-driven web applications using React, TypeScript, and modern CSS architecture.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/kryptondata/179,naukri,"React,TypeScript,JavaScript,Tailwind CSS,Git,Jest,Cypress"
Senior QA Automation QA Automation Engineer,NextWave Mobility,"San Francisco, CA",False,full_time,senior,98000.0,202000.0,USD,"Ensure platform reliability through end-to-end integration, API contracts, and browser automation suites.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/nextwavemobility/180,linkedin,"Python,Pytest,Selenium,Git,CI/CD,REST API,Linux,Bash,Docker"
Lead SDET QA Automation Engineer,Twilio,"Seattle, WA",False,full_time,lead,116000.0,240000.0,USD,"Ensure platform reliability through end-to-end integration, API contracts, and browser automation suites.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/twilio/181,linkedin,"Python,Pytest,Selenium,Git,CI/CD,Jest,Cypress"
Lead SRE DevOps & Cloud Engineer,BluePulse AI,"Bengaluru, India",True,full_time,lead,147000.0,318000.0,USD,"Build automated CI/CD deployment pipelines, manage Kubernetes infrastructure, and enforce cloud security posture.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/bluepulseai/182,synthetic,"AWS,Docker,Kubernetes,Terraform,Linux,Git,Prometheus,GCP"
QA QA Automation Engineer,GitHub,"Toronto, Canada",False,full_time,mid,75000.0,155000.0,USD,Partner with development teams to incorporate automated tests into CI/CD pipelines and drive test coverage.,"- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/github/183,linkedin,"Python,Pytest,Selenium,Git,CI/CD,Docker,REST API,Linux"
Lead Machine Learning Machine Learning Engineer,GitLab,Remote,True,full_time,lead,170000.0,349000.0,USD,Bridge research and production: transform experimental prototypes into low-latency inference APIs.,"- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/gitlab/184,naukri,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,TensorFlow,Docker,LangChain"
Data Data Engineer,Elastic,"Los Angeles, CA",True,full_time,mid,95000.0,195000.0,USD,"Design, construct, and manage scalable data pipelines, ETL workflows, and lakehouse storage layers.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/elastic/185,indeed,"Python,SQL,PostgreSQL,Kafka,Docker,Linux,Git,Pandas,Snowflake"
Staff Backend Engineer,Shopify,Remote,True,internship,lead,132000.0,287000.0,USD,Join our core services team building high-throughput microservices handling millions of API requests daily with high availability.,"- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/shopify/186,synthetic,"Python,FastAPI,PostgreSQL,Docker,Git,CI/CD,Linux,Kafka"
Lead Full Stack Full Stack Developer,Atlassian,"Toronto, Canada",False,full_time,lead,140000.0,294000.0,USD,"Design scalable web systems, implement secure authentication, and optimize full-stack responsiveness.","- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/atlassian/187,naukri,"Python,React,TypeScript,PostgreSQL,Git,Django,Node.js,FastAPI,Docker"
Frontend Frontend Engineer,Stripe,"Austin, TX",True,full_time,mid,80000.0,175000.0,USD,"You will optimize client-side rendering performance, integrate GraphQL/REST endpoints, and build reusable UI components.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/stripe/188,synthetic,"React,TypeScript,JavaScript,Tailwind CSS,Git,REST API,Agile,Jest,Cypress"
AI/ML Machine Learning Engineer,Automattic,"Pune, India",True,contract,mid,110000.0,225000.0,USD,"Work with deep neural networks, model fine-tuning, embeddings, and real-time inference serving.","- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/automattic/189,glassdoor,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,Docker,LangChain,Git"
Senior Machine Learning Machine Learning Engineer,Datadog,"Pune, India",False,full_time,senior,143000.0,292000.0,USD,Bridge research and production: transform experimental prototypes into low-latency inference APIs.,"- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/datadog/190,synthetic,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,Docker,AWS,LangChain"
Senior Full Stack Full Stack Developer,NextWave Mobility,"Seattle, WA",True,contract,senior,117000.0,247000.0,USD,"Drive features end-to-end: UI wireframe to database schema, API routing, and continuous integration pipeline.","- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/nextwavemobility/191,glassdoor,"Python,React,TypeScript,PostgreSQL,Git,Node.js,Redis,REST API"
Lead Full Stack Full Stack Developer,GitHub,"Los Angeles, CA",False,full_time,lead,140000.0,294000.0,USD,Looking for a full stack engineer comfortable working from React client-side workflows to backend APIs and relational databases.,"- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/github/192,indeed,"Python,React,TypeScript,PostgreSQL,Git,FastAPI,Tailwind CSS,Redis"
Senior Frontend Engineer,OmniScale Networks,"Hyderabad, India",False,internship,senior,104000.0,228000.0,USD,"Help design and implement interactive, responsive user interfaces that deliver exceptional user experiences.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/omniscalenetworks/193,indeed,"React,TypeScript,JavaScript,Tailwind CSS,Git,Vue.js,Jest,Agile"
DevOps DevOps & Cloud Engineer,Figma,"Hyderabad, India",False,full_time,mid,95000.0,205000.0,USD,"Build automated CI/CD deployment pipelines, manage Kubernetes infrastructure, and enforce cloud security posture.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/figma/194,indeed,"AWS,Docker,Kubernetes,Terraform,Linux,Prometheus,Ansible,Git"
AI/ML Machine Learning Engineer,Automattic,"Seattle, WA",True,full_time,senior,143000.0,292000.0,USD,Bridge research and production: transform experimental prototypes into low-latency inference APIs.,"- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/automattic/195,indeed,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,Docker,FastAPI,TensorFlow,NLP"
Lead SDET QA Automation Engineer,Datadog,"Austin, TX",True,internship,lead,116000.0,240000.0,USD,"Ensure platform reliability through end-to-end integration, API contracts, and browser automation suites.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/datadog/196,linkedin,"Python,Pytest,Selenium,Git,CI/CD,Jest,Cypress"
Data Data Engineer,Lyft,"Pune, India",False,internship,mid,95000.0,195000.0,USD,"Build reliable data pipelines, write SQL queries, and manage distributed data storage platforms.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/lyft/197,indeed,"Python,SQL,PostgreSQL,Kafka,Docker,Snowflake,Linux,Redis,Git"
DevOps DevOps & Cloud Engineer,CodeCraft Studio,"London, UK",False,internship,mid,95000.0,205000.0,USD,"Build automated CI/CD deployment pipelines, manage Kubernetes infrastructure, and enforce cloud security posture.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/codecraftstudio/198,naukri,"AWS,Docker,Kubernetes,Terraform,Linux,Azure,Ansible"
Lead Frontend Engineer,Apex Systems,"Austin, TX",True,full_time,lead,124000.0,271000.0,USD,"Develop modern, component-driven web applications using React, TypeScript, and modern CSS architecture.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/apexsystems/199,linkedin,"React,TypeScript,JavaScript,Tailwind CSS,Git,Next.js,Agile,GraphQL,Cypress"
Senior QA Automation QA Automation Engineer,Snowflake,"Toronto, Canada",True,full_time,senior,98000.0,202000.0,USD,"Ensure platform reliability through end-to-end integration, API contracts, and browser automation suites.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/snowflake/200,glassdoor,"Python,Pytest,Selenium,Git,CI/CD,Docker,REST API,Cypress,Linux"
Software Test QA Automation Engineer,Twilio,"New York, NY",False,contract,mid,75000.0,155000.0,USD,"Ensure platform reliability through end-to-end integration, API contracts, and browser automation suites.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/twilio/201,synthetic,"Python,Pytest,Selenium,Git,CI/CD,REST API,Bash,Linux"
Lead Machine Learning Machine Learning Engineer,Twilio,"Hyderabad, India",False,internship,lead,170000.0,349000.0,USD,"Work with deep neural networks, model fine-tuning, embeddings, and real-time inference serving.","- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/twilio/202,synthetic,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,NLP,TensorFlow,FastAPI"
